id;name;priceDate;price;isBudgetBrand;quantity;unit;isWeighted;isBio;isAvailable
5411376003147;Ghost Pop, 100 GR / Belgien;2025-11-01;13.0;false;100;g;false;false;true
3391188210051;Chapoutier Rhone Blanc 24C, 75 CL / Frankrig;2025-11-06;79.95;false;750;ml;false;false;true
7310511251406;Marabou Bar Co-Co, 60 GR / Litauen;2025-08-22;8.0;false;60;g;false;false;true
7311041088906;Fp Hvedetoast, 600 GR / Danmark;2025-10-14;9.52;false;600;g;false;false;true
7071848007189;Glutenfritt Knekkebrød, 190 GR / Norge;2025-10-24;20.0;false;190;g;false;false;true
8003971004130;Perini & Perini Magnum, 150 CL / Italien;2025-11-01;79.95;false;1500;ml;false;false;true
7310100941367;SEMPER ALLOMIN 2, 800 G, 800 GR / Holland;2024-10-07;105.0;false;800;g;false;false;true
3770003409229;Olivier Lafont R. Rødvin 6Xfl, 450 Cl / Frankrig;2024-12-13;359.7;false;4500;ml;false;false;true
7311312008107;S.M. Tortilla Chips Cheese, 185 GR / Belgien;2025-11-14;15.0;false;185;g;false;false;true
5701090078782;Haribo Softy Mix, 325 GR / Danmark;2025-10-31;30.0;false;325;g;false;false;true
5766632526633;Guldhorn Is, 3 ST / Danmark;2025-11-14;32.0;false;3;stk;false;false;true
5706237093000;Le Ragose Ripasso 13,5%, 75 CL / Italien;2025-11-07;275.0;false;750;ml;false;false;true
5707196335125;BACON BBQ BURGER AF GRIS, 750 GR / Danmark;2024-07-26;59.95;false;750;g;false;false;true
4000177032749;Capri Sun Orange 10-Pk, 2000 ML / Tyskland;2025-10-31;34.95;false;2000;ml;false;false;true
5701410348359;KYLLINGEOVERLÅR M&S, 800 GR / Danmark;2024-11-08;29.95;false;800;g;false;false;true
5701090068516;Haribo Stardust, 120 GR / Danmark;2025-11-14;9.95;false;120;g;false;false;true
4005900462121;Nivea Face Cream Spf30, 50 ML / Polen;2025-05-02;69.95;false;50;ml;false;false;true
7350045591050;Tryffel Chips, 150 GR / Sverige;2025-11-10;22.0;false;150;g;false;false;true
7300400482745;Wasa Crisp Rosmarin & Salt, 190 GR / Sverige;2025-11-07;22.0;false;190;g;false;false;true
57089539;Schweppes Indian Tonic, 125 CL / Danmark;2025-11-14;16.0;false;1250;ml;false;false;true
8712100889288;Solero Exotic, 3 ST / England;2025-11-03;44.87;false;3;stk;false;false;true
5703161805303;Isis Smørepålæg, 250 GR / Belgien;2025-08-07;45.95;false;250;g;false;false;true
8714100788370;Knorr Klar Bouilloná10 Pk, 100 GR / Italien;2025-10-18;12.0;false;100;g;false;false;true
5010338404468;BD SESAMOLIE, 150 ML / Polen;2024-03-23;30.0;false;150;ml;false;false;true
5760466995184;Kk Madlavninsfløde 18%, 500 ML / Danmark;2025-11-14;18.0;false;500;ml;false;false;true
5707196274592;Tulip Bacon Tykke Skiv 2Pk, 280 GR / Tyskland;2025-11-14;25.0;false;280;g;false;false;true
5774540923109;A.B.CHRISTMAS MARZIPAN BOX, 175 GR / Danmark;2023-12-18;50.0;false;175;g;false;false;true
5701125258691;Cucullo 12 Yo 40%, 70 CL / Den dominikanske rep;2025-08-30;199.95;false;700;ml;false;false;true
5740032523782;Øko-Rosmarin Stor Omhu,  ST / ;2025-08-30;25.0;false;1;;false;true;true
7046110037171;Jordan Green Cl. Tt Flos, 30 M / Malaysia;2025-10-31;25.0;false;3000;cm;false;false;true
5701141065280;Snoede Lys Hvid 2,2X28cm, 2 St / Letland;2024-04-17;20.0;false;2;stk;false;false;true
5711912401407;Herslev Altid Friskt Øko, 44 CL / Danmark;2025-10-17;29.95;false;440;ml;false;true;true
5701302213512;Bloklys 5,8X13cm Hvid, 1 ST / Portugal;2025-10-15;24.95;false;1;stk;false;false;true
7311041088944;Fp Crunchy Mysli M/Kakao, 500 GR / Danmark;2025-10-24;16.69;false;500;g;false;false;true
5000246727414;Castello Cheddar X-Lagret, 200 GR / Danmark;2025-11-07;32.0;false;200;g;false;false;true
5701979995797;Kims Crunch Cut Purløg/Sco, 160 GR / Danmark;2025-11-01;16.0;false;160;g;false;false;true
5740032523775;Øko-Timian Stor Omhu,  ST / ;2025-08-30;25.0;false;1;;false;true;true
5010314700003;Famous Grouse          40%, 70 CL / Danmark;2025-11-15;99.95;false;700;ml;false;false;true
57089522;Schweppes Lemon, 125 CL / Danmark;2025-11-14;16.0;false;1250;ml;false;false;true
5712645533717;Krondyr Filet, 400 GR / Spanien;2024-12-29;139.95;false;400;g;false;false;true
5701141068328;Adv.Bloklys 4X12 Skov/Elg, 4 ST / Danmark;2025-11-14;49.95;false;4;stk;false;false;true
